  -0.04684752501      6.71891544               0
    -4.392969692    -6.780051023               0
     1.285670308     1.848928835               0
    0.7270263203     1.621566337               0
   -0.2235259162    -2.851067444               0
    -1.474386953    -3.482028384               0
     2.984420358     2.215496884               0
     1.619778322     -2.42585596               0
     2.208468667    0.2190764935               0
     1.350531178    0.9335842455               0
     4.845748545    0.3362048019               0
     3.966589611    -2.708208327               0
    -1.995504521    0.5377878679               0
      -4.6824829     4.887209809               0
   -0.7850231156    0.7425284116               0
     5.268288696    -1.477501538               0
    0.8274578181     4.753436494               0
    -2.724237753    -3.786953189               0
      6.14499477     1.647682206               0
    -3.211579944   -0.7806329257               0
     3.075931222     2.424792207               0
     1.466800025    -1.519661704               0
     6.454631523    -1.597155687               0
    -1.175303877    -3.989501475               0
     2.310404665     5.586538439               0
     2.127113441    -3.369264905               0
     -3.88554185    -0.779844195               0
    -5.402586411   -0.6562025024               0
    -2.047891828   -0.2841769102               0
    -1.450917497     3.730658869               0
    -6.827618198   -0.1542400458               0
    -3.871454877    -2.076166788               0
    0.4272723979     4.699092219               0
      -4.1069821    -3.661576734               0
     3.228754522    -3.811960635               0
     2.886951255    -1.667781145               0
    -1.528821587    -3.092999537               0
    -3.886503136   -0.9803770331               0
     5.862442897     -4.54842315               0
    -1.133360698    0.4476306893               0
     2.389947675    -6.547057677               0
   -0.7526345628     7.998930401               0
     -4.39207598    -2.276777078               0
    0.8516240337     -3.87438648               0
    -5.722925575     2.420014943               0
    -5.599030022    -4.635531257               0
     1.482388567     3.531628637               0
      3.57956607     6.873004055               0
     7.528404553  -0.08873070353               0
    -5.152804113     2.184581044               0
     4.359295534     1.910789892               0
      1.28905701     3.608611652               0
     4.954512506     1.706489993               0
     3.389002298     3.805842303               0
     2.274938111   -0.8656269042               0
    0.4047392252     1.855714067               0
    -3.819744925     6.420522663               0
   -0.9274543057    -1.229380601               0
    -2.233296546    -2.817395592               0
    -3.773593117   -0.5273072742               0
    -2.355231437    -7.445561348               0
     2.031342409    0.3286126351               0
     4.866589621     1.228259612               0
     4.390951081    -5.762492875               0
     1.242163877     3.659928709               0
    -5.926123528   -0.1919389331               0
     6.070214664   -0.7793162211               0
     1.575134042     3.889842669               0
     4.166913466    -2.804555532               0
    -2.722699428    0.3058943547               0
    0.2583351276    0.3686937711               0
     5.431086668   -0.3232842279               0
     3.923685454     1.134738526               0
     2.250043818     2.829836615               0
   -0.8252209352     2.156869783               0
    -4.595518504     5.733530513               0
   -0.3800865051    -2.218417687               0
    -5.239876489     3.444506986               0
     3.890207206      1.21770621               0
     4.529453223    0.1641186129               0
     2.486761077     3.656343308               0
     4.703638803    -1.216535903               0
    -4.289104711     1.548048462               0
     3.191468646    -4.371839286               0
     4.659076091      0.85265963               0
    -2.932261657    -2.041292651               0
     -9.34712932     2.417880488               0
    -1.905485451     3.238268436               0
    0.6591768369      2.75909864               0
    -2.400737539    -6.585988309               0
    -5.932663987    -1.442639354               0
     3.742403378    0.9188380069               0
     1.405140646     4.597864025               0
     3.585973881    0.1553504705               0
    -1.718673089    -2.695915272               0
    -2.103078235  -0.03784546984               0
    -2.744503911    -2.669534753               0
     3.119726739     4.143090613               0
